EPI_ISL_402120;948,1142;1140,948;
EPI_ISL_549170;1852,2049;2047,1852;
EPI_ISL_607562;292,224;224,294;
EPI_ISL_479663;437,440;435,437;
EPI_ISL_549175;2058,2025;2025,2060;
EPI_ISL_607568;2041,1921;1921,2043;
EPI_ISL_549180;1902,1841;1841,1982;
EPI_ISL_549184;679,1300;1298,679;
EPI_ISL_607575;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_607576;1533,1539;1504,1533;
EPI_ISL_406031;437,440;435,437;
EPI_ISL_406036;437,440;435,437;
EPI_ISL_406533;1678,1654;1654,1680;
EPI_ISL_406534;1481,1497;1480,1481;
EPI_ISL_479683;1533,1539;1504,1533;
EPI_ISL_607586;1988,1848;1848,1860;
EPI_ISL_549196;1712,1741;1739,1712;
EPI_ISL_406592;358,340;340,360;430,427;427,432;
EPI_ISL_479687;1833,2091;2031,1833;
EPI_ISL_607590;1159,714;714,1161;
EPI_ISL_406595;190,317;315,190;
EPI_ISL_479688;1833,2091;2031,1833;
EPI_ISL_406596;437,440;435,437;
EPI_ISL_549200;942,1224;1222,942;
EPI_ISL_406597;437,440;435,437;
EPI_ISL_479689;1833,2091;2031,1833;
EPI_ISL_549201;942,1224;1222,942;
EPI_ISL_607592;288,246;246,290;
EPI_ISL_549202;942,1224;1222,942;
EPI_ISL_549204;942,1224;1222,942;
EPI_ISL_479693;1665,1692;1103,834;834,1105;1692,1697;
EPI_ISL_479694;1565,1567;1567,1569;
EPI_ISL_549206;942,1224;1222,942;
EPI_ISL_479695;1833,2091;2031,1833;
EPI_ISL_406844;2094,2103;437,440;435,437;
EPI_ISL_607597;1173,980;980,1175;
EPI_ISL_479697;1857,2085;2084,1857;
EPI_ISL_479698;1833,2091;2031,1833;
EPI_ISL_607601;1988,1848;1848,1860;
EPI_ISL_607602;285,213;213,287;
EPI_ISL_607603;2033,1891;1891,2035;
EPI_ISL_549215;942,1224;1222,942;
EPI_ISL_549216;1479,1482;1477,1479;
EPI_ISL_407894;1847,2031;2088,1847;
EPI_ISL_407896;1847,2031;2088,1847;
EPI_ISL_549220;942,1224;1222,942;
EPI_ISL_549221;942,1224;1222,942;
EPI_ISL_479714;1988,1932;1932,1860;
EPI_ISL_607612;288,246;246,290;
EPI_ISL_549224;126,26;26,128;
EPI_ISL_549226;1479,1482;1477,1479;
EPI_ISL_607614;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_607616;12,132;130,12;
EPI_ISL_549228;1902,1841;1841,1982;
EPI_ISL_549229;1902,1841;1841,1982;
EPI_ISL_607618;288,246;246,290;
EPI_ISL_549231;1908,2065;2063,1908;
EPI_ISL_549232;1908,2065;2063,1908;
EPI_ISL_408482;2088,1927;1927,2031;826,1233;1231,826;
EPI_ISL_549233;1368,1054;1054,728;
EPI_ISL_479727;1847,2031;2088,1847;
EPI_ISL_549237;211,322;320,211;
EPI_ISL_549238;211,322;320,211;
EPI_ISL_607625;285,213;213,287;
EPI_ISL_549239;211,322;320,211;
EPI_ISL_549241;1902,1841;1841,1982;1253,922;922,1255;
EPI_ISL_408667;2057,1915;1915,2059;
EPI_ISL_408669;1678,1654;1654,1680;
EPI_ISL_549246;567,515;515,569;
EPI_ISL_408977;437,440;435,437;
EPI_ISL_408978;437,440;435,437;
EPI_ISL_479743;1988,1848;1848,1860;
EPI_ISL_479746;1550,1523;1523,1552;
EPI_ISL_607642;285,213;213,287;
EPI_ISL_479750;1833,2091;2031,1833;
EPI_ISL_549258;1385,967;967,1387;
EPI_ISL_479752;360,327;327,362;
EPI_ISL_549259;142,99;99,144;
EPI_ISL_607646;2041,1921;1921,2043;
EPI_ISL_549263;142,99;99,144;
EPI_ISL_607649;285,213;213,287;
EPI_ISL_549264;1916,2060;2058,1916;
EPI_ISL_549265;1979,2084;142,99;2083,1979;99,144;
EPI_ISL_549266;942,1224;1222,942;
