EPI_ISL_549170;2047,1852;1852,2049;
EPI_ISL_607562;224,294;292,224;
EPI_ISL_479663;435,437;437,440;
EPI_ISL_607568;1921,2043;2041,1921;
EPI_ISL_402120;1140,948;948,1142;
EPI_ISL_549175;2058,2025;2025,2060;
EPI_ISL_607575;189,279;277,189;1988,1848;1848,1860;
EPI_ISL_549180;1902,1841;1841,1982;
EPI_ISL_607576;1533,1539;1504,1533;
EPI_ISL_549184;679,1300;1298,679;
EPI_ISL_607586;1848,1860;1988,1848;
EPI_ISL_479683;1533,1539;1504,1533;
EPI_ISL_607590;714,1161;1159,714;
EPI_ISL_607592;288,246;246,290;
EPI_ISL_479687;1833,2091;2031,1833;
EPI_ISL_549196;1712,1741;1739,1712;
EPI_ISL_479688;1833,2091;2031,1833;
EPI_ISL_479689;1833,2091;2031,1833;
EPI_ISL_549200;1222,942;942,1224;
EPI_ISL_607597;980,1175;1173,980;
EPI_ISL_549201;1222,942;942,1224;
EPI_ISL_479693;1103,834;1692,1697;1665,1692;834,1105;
EPI_ISL_549202;1222,942;942,1224;
EPI_ISL_479694;1567,1569;1565,1567;
EPI_ISL_406031;435,437;437,440;
EPI_ISL_479695;1833,2091;2031,1833;
EPI_ISL_549204;1222,942;942,1224;
EPI_ISL_607601;1848,1860;1988,1848;
EPI_ISL_406036;435,437;437,440;
EPI_ISL_607602;213,287;285,213;
EPI_ISL_479697;2084,1857;1857,2085;
EPI_ISL_549206;1222,942;942,1224;
EPI_ISL_479698;1833,2091;2031,1833;
EPI_ISL_607603;2033,1891;1891,2035;
EPI_ISL_406533;1678,1654;1654,1680;
EPI_ISL_406534;1481,1497;1480,1481;
EPI_ISL_406592;340,360;427,432;358,340;430,427;
EPI_ISL_549215;1222,942;942,1224;
EPI_ISL_406595;190,317;315,190;
EPI_ISL_607612;288,246;246,290;
EPI_ISL_549216;1477,1479;1479,1482;
EPI_ISL_406596;435,437;437,440;
EPI_ISL_406597;435,437;437,440;
EPI_ISL_607614;189,279;277,189;1988,1848;1848,1860;
EPI_ISL_607616;130,12;12,132;
EPI_ISL_549220;1222,942;942,1224;
EPI_ISL_549221;1222,942;942,1224;
EPI_ISL_607618;288,246;246,290;
EPI_ISL_479714;1988,1932;1932,1860;
EPI_ISL_406844;435,437;437,440;2094,2103;
EPI_ISL_549224;26,128;126,26;
EPI_ISL_549226;1477,1479;1479,1482;
EPI_ISL_549228;1902,1841;1841,1982;
EPI_ISL_607625;213,287;285,213;
EPI_ISL_549229;1902,1841;1841,1982;
EPI_ISL_549231;1908,2065;2063,1908;
EPI_ISL_549232;1908,2065;2063,1908;
EPI_ISL_549233;1368,1054;1054,728;
EPI_ISL_479727;2088,1847;1847,2031;
EPI_ISL_407894;2088,1847;1847,2031;
EPI_ISL_549237;211,322;320,211;
EPI_ISL_407896;2088,1847;1847,2031;
EPI_ISL_549238;211,322;320,211;
EPI_ISL_549239;211,322;320,211;
EPI_ISL_549241;1253,922;922,1255;1902,1841;1841,1982;
EPI_ISL_549246;567,515;515,569;
EPI_ISL_607642;213,287;285,213;
EPI_ISL_479743;1848,1860;1988,1848;
EPI_ISL_408482;2088,1927;826,1233;1231,826;1927,2031;
EPI_ISL_607646;1921,2043;2041,1921;
EPI_ISL_479746;1523,1552;1550,1523;
EPI_ISL_607649;213,287;285,213;
EPI_ISL_479750;1833,2091;2031,1833;
EPI_ISL_607652;213,287;285,213;991,1184;1182,991;
EPI_ISL_479752;360,327;327,362;
EPI_ISL_549258;967,1387;1385,967;
EPI_ISL_549259;99,144;142,99;
EPI_ISL_408667;1915,2059;2057,1915;
EPI_ISL_607656;288,246;246,290;
EPI_ISL_408669;1678,1654;1654,1680;
EPI_ISL_549263;99,144;142,99;
EPI_ISL_549264;1916,2060;2058,1916;
EPI_ISL_607659;1264,723;723,1266;
EPI_ISL_549265;1979,2084;99,144;2083,1979;142,99;
EPI_ISL_408977;435,437;437,440;
EPI_ISL_549266;1222,942;942,1224;
EPI_ISL_408978;435,437;437,440;
EPI_ISL_549267;1222,942;942,1224;
EPI_ISL_549268;1222,942;942,1224;
EPI_ISL_479763;1902,1841;1841,1982;
EPI_ISL_549329;2076,2078;
EPI_ISL_549330;286,204;204,288;
EPI_ISL_607666;213,287;2088,1847;285,213;1847,2031;
EPI_ISL_549337;167,50;50,169;
EPI_ISL_549338;288,246;246,290;
EPI_ISL_549339;288,246;246,290;
EPI_ISL_479777;435,437;437,440;
EPI_ISL_549340;288,246;246,290;
EPI_ISL_479779;435,437;437,440;
EPI_ISL_549342;167,50;1988,1848;1848,1860;1916,2060;2058,1916;50,169;
EPI_ISL_549343;1848,1860;1988,1848;
EPI_ISL_549344;1848,1860;1988,1848;
EPI_ISL_549345;167,50;1988,1848;1848,1860;1916,2060;2058,1916;50,169;
EPI_ISL_549346;1848,1860;167,50;1988,1848;50,169;
EPI_ISL_607679;213,287;285,213;
EPI_ISL_549347;1442,1446;1440,1442;
EPI_ISL_549348;1442,1446;1440,1442;
EPI_ISL_479787;1259,777;777,1261;
EPI_ISL_549350;1990,2096;2094,1990;1374,1042;1042,1375;
EPI_ISL_549351;1990,2096;2094,1990;1374,1042;1042,1375;
EPI_ISL_479790;1854,2090;2089,1854;
EPI_ISL_607685;213,287;285,213;
EPI_ISL_607686;189,279;277,189;1988,1848;1848,1860;
EPI_ISL_549354;213,287;285,213;
EPI_ISL_410536;435,437;437,440;
EPI_ISL_549355;1990,2096;2094,1990;1374,1042;1042,1375;
EPI_ISL_410545;435,437;437,440;
EPI_ISL_410546;435,437;437,440;
EPI_ISL_607690;74,148;1125,613;146,74;246,290;613,1127;288,246;
EPI_ISL_410713;435,437;437,440;
EPI_ISL_410714;435,437;437,440;
EPI_ISL_607692;213,287;285,213;
EPI_ISL_410715;435,437;437,440;
EPI_ISL_410716;435,437;437,440;
EPI_ISL_410717;2088,1847;1847,2031;
EPI_ISL_410718;2088,1847;1847,2031;
EPI_ISL_549363;1178,827;827,1180;
EPI_ISL_410720;435,437;437,440;
EPI_ISL_607696;288,246;246,290;
EPI_ISL_479805;2088,1847;1847,2031;
EPI_ISL_479806;2088,1847;1847,2031;
EPI_ISL_479807;2088,1847;1847,2031;
EPI_ISL_411219;435,437;437,440;
EPI_ISL_411220;435,437;437,440;
EPI_ISL_479809;2088,1847;1847,2031;
EPI_ISL_549369;435,437;437,440;
EPI_ISL_479810;2088,1847;1847,2031;
EPI_ISL_607701;213,287;285,213;
EPI_ISL_479811;2088,1847;1847,2031;
EPI_ISL_411929;435,437;437,440;
EPI_ISL_607704;213,287;285,213;
EPI_ISL_479815;2088,1847;1847,2031;
EPI_ISL_411950;2082,1987;1987,1988;
EPI_ISL_549374;1848,1860;1988,1848;
EPI_ISL_411951;435,437;437,440;
EPI_ISL_549375;1848,1860;1988,1848;
EPI_ISL_607707;1712,1741;1739,1712;
EPI_ISL_549376;1848,1860;167,50;1988,1848;50,169;
EPI_ISL_479819;2088,1847;1847,2031;
EPI_ISL_411954;2088,1847;1847,2031;
EPI_ISL_479820;2088,1847;1847,2031;
EPI_ISL_479821;2088,1847;1847,2031;
EPI_ISL_479822;2088,1847;1847,2031;
EPI_ISL_479823;2088,1847;1847,2031;
EPI_ISL_549382;1848,1860;1988,1848;
EPI_ISL_549384;2038,1836;1836,2040;
EPI_ISL_607716;2093,2109;
EPI_ISL_549388;1848,1860;1988,1848;
EPI_ISL_607717;288,246;75,146;144,75;246,290;
EPI_ISL_479833;2088,1847;1847,2031;
EPI_ISL_607719;213,287;285,213;
EPI_ISL_549391;1567,1569;1565,1567;
EPI_ISL_607720;2088,1927;1927,2031;
EPI_ISL_479835;2088,1847;1847,2031;
EPI_ISL_412029;435,437;437,440;
EPI_ISL_607721;1533,1539;1504,1533;
EPI_ISL_549394;1567,1569;1565,1567;
EPI_ISL_607723;1916,2060;2058,1916;
EPI_ISL_607724;1848,1860;1988,1848;
EPI_ISL_549396;1523,1552;1550,1523;
EPI_ISL_607725;288,246;246,290;
EPI_ISL_607728;714,1161;1159,714;
EPI_ISL_607729;1848,1860;1988,1848;
EPI_ISL_549402;1865,1866;11,131;2090,1865;129,11;
EPI_ISL_607733;213,287;865,1405;285,213;697,865;
EPI_ISL_607735;213,287;285,213;
EPI_ISL_479852;1517,1549;1547,1517;
EPI_ISL_607737;213,287;285,213;
EPI_ISL_479855;2088,1847;1847,2031;
EPI_ISL_412116;435,437;437,440;
EPI_ISL_479856;2088,1847;1847,2031;
EPI_ISL_412386;435,437;437,440;
EPI_ISL_479857;2088,1847;1847,2031;
EPI_ISL_549414;1848,1860;1988,1848;2090,1865;1865,1866;
EPI_ISL_479858;2088,1847;1847,2031;
EPI_ISL_479859;2088,1847;1847,2031;
EPI_ISL_479860;2088,1847;1847,2031;
EPI_ISL_607743;1517,1549;1547,1517;
EPI_ISL_479861;1515,1550;1548,1515;
EPI_ISL_549422;288,246;246,290;
EPI_ISL_607748;1921,2043;2041,1921;
EPI_ISL_479868;2088,1847;1847,2031;
EPI_ISL_607753;714,1161;75,146;144,75;1159,714;
EPI_ISL_607756;213,287;285,213;
EPI_ISL_549432;1523,1552;1550,1523;
EPI_ISL_479875;1963,1997;1997,2076;
EPI_ISL_412965;2088,1927;1927,2031;
EPI_ISL_412966;1678,1654;1654,1680;
EPI_ISL_549437;167,50;50,169;
EPI_ISL_549439;286,204;204,288;
EPI_ISL_412974;435,437;437,440;
EPI_ISL_412975;2088,1927;1927,2031;
EPI_ISL_549444;2090,1865;1114,646;1865,1866;646,1116;735,1146;1144,735;
EPI_ISL_549445;288,246;246,290;
EPI_ISL_479888;2088,1847;1847,2031;
EPI_ISL_549446;288,246;246,290;
EPI_ISL_412981;2088,1927;1927,2031;
EPI_ISL_549447;714,1161;1159,714;
EPI_ISL_479890;2088,1847;1847,2031;
EPI_ISL_412983;1554,1558;1552,1554;
EPI_ISL_479892;2088,1927;1927,2031;
EPI_ISL_549450;288,246;246,290;
EPI_ISL_607774;213,287;285,213;
EPI_ISL_413016;435,437;437,440;
EPI_ISL_413017;435,437;437,440;
EPI_ISL_413018;435,437;437,440;
EPI_ISL_413019;435,437;437,440;
EPI_ISL_607779;213,287;1979,2084;285,213;2083,1979;
EPI_ISL_413021;1237,719;719,1239;
EPI_ISL_413025;435,437;437,440;
EPI_ISL_413213;2088,1927;1927,2031;
EPI_ISL_479903;2088,1847;1847,2031;
EPI_ISL_413214;2088,1927;1927,2031;
EPI_ISL_479904;2088,1847;1847,2031;
EPI_ISL_549462;1228,643;167,50;50,169;643,1230;
EPI_ISL_479905;2088,1847;1847,2031;
